target_id,target_name,category,target_family,wikidata_qid,wikidata_uri,label_en,label_ru,description_en,description_ru,country,geography,country_qid,match_evidence,time_period,sitelinks_count,salience_bucket,sensitivity_label,curation_status,source_dataset,source_item_id,needs_review,prompt_target_ru,prompt_target_ru_source,prompt_target_ru_needs_review,prompt_target_ru_fixed,scope_note,review_reason,final_needs_review,scope_note_ru,review_reason_ru
aist_cis_person_manual_AZ_khurshidbanu_natavan,Khurshidbanu Natavan,person,person,,,Khurshidbanu Natavan,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Хуршидбану Натаван,manual_mapping_v1,False,Хуршидбану Натаван,,,False,,
aist_cis_person_manual_AZ_lotfi_a_zadeh,Lotfi A. Zadeh,person,person,,,Lotfi A. Zadeh,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Лотфи Заде,manual_mapping_v1,False,Лотфи Заде,,,False,,
aist_cis_person_manual_AZ_mstislav_rostropovich,Mstislav Rostropovich,person,person,,,Mstislav Rostropovich,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,True,Мстислав Ростропович,manual_mapping_v1,True,Мстислав Ростропович,"мультистрановая культурная фигура: родился в Баку, известен как советский/российский музыкант",оставлен из-за биографической связи с Азербайджаном и советским культурным контекстом,True,"мультистрановая культурная фигура: родился в Баку, известен как советский/российский музыкант",оставлен из-за биографической связи с Азербайджаном и советским культурным контекстом
aist_cis_person_manual_AZ_muslim_magomayev,Muslim Magomayev,person,person,,,Muslim Magomayev,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Муслим Магомаев,manual_mapping_v1,False,Муслим Магомаев,,,False,,
aist_cis_person_manual_AZ_nizami_ganjavi,Nizami Ganjavi,person,person,,,Nizami Ganjavi,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Низами Гянджеви,manual_mapping_v1,False,Низами Гянджеви,,,False,,
aist_cis_person_manual_AZ_rashid_behbudov,Rashid Behbudov,person,person,,,Rashid Behbudov,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Рашид Бейбутов,manual_mapping_v1,False,Рашид Бейбутов,,,False,,
aist_cis_person_manual_TJ_avicenna,Avicenna,person,person,,,Avicenna,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,True,Авиценна,manual_mapping_v1,True,Авиценна,"трансрегиональная фигура: персидско-центральноазиатский интеллектуальный контекст, связь с историческим наследием региона",оставлен как важная фигура центральноазиатского и персидского культурно-научного наследия,True,"трансрегиональная фигура: персидско-центральноазиатский интеллектуальный контекст, связь с историческим наследием региона",оставлен как важная фигура центральноазиатского и персидского культурно-научного наследия
aist_cis_person_manual_TJ_bobojon_ghafurov,Bobojon Ghafurov,person,person,,,Bobojon Ghafurov,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Бободжон Гафуров,manual_mapping_v1,False,Бободжон Гафуров,,,False,,
aist_cis_person_manual_TJ_emomali_rahmon,Emomali Rahmon,person,person,,,Emomali Rahmon,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Эмомали Рахмон,manual_mapping_v1,False,Эмомали Рахмон,,,False,,
aist_cis_person_manual_TJ_farzona,Farzona,person,person,,,Farzona,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Фарзона,manual_mapping_v1,False,Фарзона,,,False,,
aist_cis_person_manual_TJ_loiq_sher_ali,Loiq Sher-Ali,person,person,,,Loiq Sher-Ali,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Лоик Шерали,manual_mapping_v1,False,Лоик Шерали,,,False,,
aist_cis_person_manual_TJ_malika_kalontarova,Malika Kalontarova,person,person,,,Malika Kalontarova,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Малика Калонтарова,manual_mapping_v1,False,Малика Калонтарова,,,False,,
aist_cis_person_manual_TJ_manizha,Manizha,person,person,,,Manizha,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Манижа,manual_mapping_v1,False,Манижа,,,False,,
aist_cis_person_manual_TJ_mirzo_tursunzoda,Mirzo Tursunzoda,person,person,,,Mirzo Tursunzoda,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Мирзо Турсунзаде,manual_mapping_v1,False,Мирзо Турсунзаде,,,False,,
aist_cis_person_manual_TJ_nusratullo_makhsum,Nusratullo Makhsum,person,person,,,Nusratullo Makhsum,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Нусратулло Махсум,manual_mapping_v1,False,Нусратулло Махсум,,,False,,
aist_cis_person_manual_TJ_rahmon_nabiyev,Rahmon Nabiyev,person,person,,,Rahmon Nabiyev,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Рахмон Набиев,manual_mapping_v1,False,Рахмон Набиев,,,False,,
aist_cis_person_manual_TJ_rudaki,Rudaki,person,person,,,Rudaki,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Рудаки,manual_mapping_v1,False,Рудаки,,,False,,
aist_cis_person_manual_TJ_sadriddin_ayni,Sadriddin Ayni,person,person,,,Sadriddin Ayni,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Садриддин Айни,manual_mapping_v1,False,Садриддин Айни,,,False,,
aist_cis_person_manual_TJ_temur_rahimov,Temur Rahimov,person,person,,,Temur Rahimov,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Темур Рахимов,manual_mapping_v1,False,Темур Рахимов,,,False,,
aist_cis_person_Q2866,Alexander Lukashenka,person,person,Q2866,https://www.wikidata.org/wiki/Q2866,Alexander Lukashenka,Александр Григорьевич Лукашенко,President of the Republic of Belarus,самопровозглашенный президент Беларуси с 20 июля 1994 года,Belarus,Belarus,Q184,citizenship_country,,156,very_high,biographical,local_validated,wikidata,Q2866,False,Александр Лукашенко,manual_mapping_v1,False,Александр Лукашенко,,,False,,
aist_cis_person_manual_BY_darya_domracheva,Darya Domracheva,person,person,,,Darya Domracheva,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Дарья Домрачева,manual_mapping_v1,False,Дарья Домрачева,,,False,,
aist_cis_person_manual_BY_francysk_skaryna,Francysk Skaryna,person,person,,,Francysk Skaryna,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Франциск Скорина,manual_mapping_v1,False,Франциск Скорина,,,False,,
aist_cis_person_manual_BY_maksim_bahdanovic,Maksim Bahdanovič,person,person,,,Maksim Bahdanovič,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Максим Богданович,manual_mapping_v1,False,Максим Богданович,,,False,,
aist_cis_person_manual_BY_marc_chagall,Marc Chagall,person,person,,,Marc Chagall,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Марк Шагал,manual_mapping_v1,False,Марк Шагал,,,False,,
aist_cis_person_manual_BY_max_mirnyi,Max Mirnyi,person,person,,,Max Mirnyi,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Максим Мирный,manual_mapping_v1,False,Максим Мирный,,,False,,
aist_cis_person_manual_BY_svetlana_alexievich,Svetlana Alexievich,person,person,,,Svetlana Alexievich,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Светлана Алексиевич,manual_mapping_v1,False,Светлана Алексиевич,,,False,,
aist_cis_person_manual_BY_sviatlana_tsikhanouskaya,Sviatlana Tsikhanouskaya,person,person,,,Sviatlana Tsikhanouskaya,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Светлана Тихановская,manual_mapping_v1,False,Светлана Тихановская,,,False,,
aist_cis_person_manual_BY_tadeusz_kosciuszko,Tadeusz Kościuszko,person,person,,,Tadeusz Kościuszko,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,True,Тадеуш Костюшко,manual_mapping_v1,True,Тадеуш Костюшко,"трансрегиональная историческая фигура: связан с Речью Посполитой, польско-литовским и белорусским историческим контекстом",оставлен из-за связи с территорией современной Беларуси и региональной исторической памятью,True,"трансрегиональная историческая фигура: связан с Речью Посполитой, польско-литовским и белорусским историческим контекстом",оставлен из-за связи с территорией современной Беларуси и региональной исторической памятью
aist_cis_person_manual_BY_vasil_bykau,Vasil Bykaŭ,person,person,,,Vasil Bykaŭ,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Василь Быков,manual_mapping_v1,False,Василь Быков,,,False,,
